t,u1,u2
0,0.6759759187698364,0.3365246057510376
1,0.6761610507965088,0.3829459249973297
2,0.6778257489204407,0.42952582240104675
3,0.6751601099967957,0.4716121256351471
4,0.6727151274681091,0.5110896229743958
5,0.6707940101623535,0.5475946664810181
6,0.6683981418609619,0.5791212916374207
7,0.6701478362083435,0.5977482795715332
8,0.6747221350669861,0.616811990737915
9,0.680890679359436,0.6342450976371765
10,0.6884514093399048,0.650277316570282
11,0.6980222463607788,0.665505051612854
12,-0.1529615819454193,0.17618316411972046
13,-0.1513925939798355,0.17486536502838135
14,-0.14985451102256775,0.17363260686397552
15,-0.1483093500137329,0.17226022481918335
16,-0.1467079073190689,0.17090418934822083
17,-0.1450987011194229,0.16953466832637787
18,-0.1436316967010498,0.16843914985656738
19,-0.1423405259847641,0.1674378514289856
20,-0.14119689166545868,0.16648757457733154
21,-0.14012441039085388,0.16563306748867035
22,-0.1392558217048645,0.1650666892528534
23,-0.13838069140911102,0.16453447937965393
24,-0.13748496770858765,0.1639670878648758
25,-0.136206716299057,0.16304250061511993
26,-0.1346895545721054,0.1621750295162201
27,-0.13323792815208435,0.16138505935668945
28,-0.13158798217773438,0.16035416722297668
29,-0.1301799714565277,0.15969660878181458
30,-0.12889142334461212,0.15907225012779236
31,-0.12756980955600739,0.1584165245294571
32,-0.12629927694797516,0.15790070593357086
33,-0.12498749047517776,0.1572565883398056
34,-0.12401773035526276,0.15620127320289612
35,-0.1232302114367485,0.15490441024303436
36,-0.12245243787765503,0.15364357829093933
37,-0.12179121375083923,0.15262281894683838
38,-0.1208914965391159,0.1511518657207489
39,-0.12017609179019928,0.15001922845840454
40,-0.11954601854085922,0.1491098403930664
41,-0.11890194565057755,0.14816559851169586
42,-0.11826956272125244,0.1475495994091034
43,-0.11759237945079803,0.14793388545513153
44,-0.11686635762453079,0.1482950747013092
45,-0.11630319803953171,0.14884904026985168
46,-0.11556857824325562,0.1492537558078766
47,-0.1151624470949173,0.15002229809761047
48,-0.11448464542627335,0.15053163468837738
49,-0.11368264257907867,0.1509447693824768
50,-0.1132383942604065,0.1517891138792038
51,-0.11300384998321533,0.15291163325309753
52,-0.11277976632118225,0.15408016741275787
53,-0.11266288161277771,0.15540416538715363
54,-0.1125037670135498,0.15670904517173767
55,-0.11224508285522461,0.15792448818683624
56,-0.11189185827970505,0.1590242236852646
57,-0.11150667816400528,0.1601792722940445
58,-0.11125920712947845,0.16170719265937805
59,-0.11103800684213638,0.16331113874912262
60,-0.1107223778963089,0.1648544818162918
61,-0.11023841053247452,0.16617511212825775
62,-0.10907558351755142,0.1671874225139618
63,-0.10809903591871262,0.16843079030513763
64,-0.10718704760074615,0.16980694234371185
65,-0.10652539879083633,0.17123840749263763
66,-0.10579438507556915,0.172782763838768
67,-0.10524927079677582,0.17437756061553955
68,-0.10445984452962875,0.17585188150405884
69,-0.10378532111644745,0.17742213606834412
70,-0.10327489674091339,0.179185152053833
71,-0.10232891142368317,0.18056374788284302
72,-0.10142027586698532,0.18206876516342163
73,-0.10053042322397232,0.18357759714126587
74,-0.10001850873231888,0.18548084795475006
75,-0.09954764693975449,0.18738839030265808
76,-0.09919222444295883,0.18949204683303833
77,-0.09850207716226578,0.1914748102426529
78,-0.09787455946207047,0.19350720942020416
79,-0.09767894446849823,0.19595913589000702
80,-0.09736637026071548,0.19816844165325165
81,-0.09703820198774338,0.20038536190986633
82,-0.09726093709468842,0.20292258262634277
83,-0.09692457318305969,0.20512907207012177
84,-0.09728914499282837,0.20776452124118805
85,-0.09701041877269745,0.21007604897022247
86,-0.09681474417448044,0.2124536782503128
87,-0.09719463437795639,0.21517764031887054
88,-0.09747232496738434,0.2179109752178192
89,-0.09790781885385513,0.2204686403274536
