t,u1,u2,reward
0,0.777586042881012,0.2872501313686371,0.0
1,0.7735240459442139,0.3390721380710602,0.0
2,0.769066333770752,0.3879854381084442,0.0
3,0.7639048099517822,0.4325256943702698,0.0
4,0.7584013938903809,0.4665641486644745,0.0
5,0.7521976232528687,0.49728134274482727,0.0
6,0.7464611530303955,0.5278517007827759,0.0
7,0.7417513132095337,0.5605373382568359,0.0
8,0.7384822964668274,0.5943419933319092,0.0
9,0.7362192869186401,0.629443347454071,0.0
10,0.7328170537948608,0.6573725342750549,0.0
11,-0.10504830628633499,0.2194623202085495,0.0
12,-0.10667622834444046,0.22018678486347198,0.0
13,-0.10822484642267227,0.22090843319892883,0.0
14,-0.10977872461080551,0.2214466780424118,0.0
15,-0.11136118322610855,0.22206446528434753,0.0
16,-0.1128978431224823,0.22265173494815826,0.0
17,-0.11445341259241104,0.2233557403087616,0.0
18,-0.11602924764156342,0.22408528625965118,0.0
19,-0.11763545870780945,0.22478696703910828,0.0
20,-0.11941435188055038,0.2255181074142456,0.0
21,-0.12106968462467194,0.22633963823318481,0.0
22,-0.12282273918390274,0.22721441090106964,0.0
23,-0.12461630254983902,0.22811180353164673,0.0
24,-0.12655851244926453,0.22894756495952606,0.0
25,-0.12822037935256958,0.2301943004131317,0.0
26,-0.13009054958820343,0.23137995600700378,0.0
27,-0.13208617269992828,0.23264777660369873,0.0
28,-0.1331142634153366,0.2340463101863861,0.0
29,-0.13296261429786682,0.2357892394065857,0.0
30,-0.13287734985351562,0.23751266300678253,0.0
31,-0.13287970423698425,0.23924073576927185,0.0
32,-0.13299715518951416,0.2409329116344452,0.0
33,-0.1330070197582245,0.2427758276462555,0.0
34,-0.13321691751480103,0.2445383220911026,0.0
35,-0.13275721669197083,0.2465989738702774,0.0
36,-0.13187214732170105,0.2488735318183899,0.0
37,-0.13109153509140015,0.2511243224143982,0.0
38,-0.13041776418685913,0.2533673048019409,0.0
39,-0.12942947447299957,0.25533348321914673,0.0
40,-0.1289413422346115,0.25704315304756165,0.0
41,-0.12847083806991577,0.2589126229286194,0.0
42,-0.12790784239768982,0.2608315348625183,0.0
43,-0.12737376987934113,0.2626291811466217,0.0
44,-0.12674114108085632,0.2646663784980774,0.0
45,-0.1263735592365265,0.26662832498550415,0.0
46,-0.12601862847805023,0.26838135719299316,0.0
47,-0.12545688450336456,0.27015256881713867,0.0
48,-0.12489066272974014,0.2718968689441681,0.0
49,-0.12444724142551422,0.2738095223903656,0.0
50,-0.1239301860332489,0.27566635608673096,0.0
51,-0.12350494414567947,0.27747535705566406,0.0
52,-0.12305980920791626,0.27940991520881653,0.0
53,-0.12278250604867935,0.28135916590690613,0.0
54,-0.12249062210321426,0.283223956823349,0.0
55,-0.12202731519937515,0.28521302342414856,0.0
56,-0.12175338715314865,0.28725433349609375,0.0
57,-0.12147653847932816,0.2892611026763916,0.0
58,-0.12139701098203659,0.2916351854801178,0.0
59,-0.12129761278629303,0.29401373863220215,0.0
60,-0.12128393352031708,0.2963436245918274,1.0
61,-0.1212906688451767,0.2987925410270691,1.0
62,-0.12132760882377625,0.3011002540588379,1.0
63,-0.12150903046131134,0.3033108413219452,1.0
64,-0.12156897783279419,0.3046918511390686,1.0
65,-0.12157067656517029,0.3061071038246155,1.0
66,-0.12160225212574005,0.3075414299964905,1.0
67,-0.12160443514585495,0.3090020418167114,1.0
68,-0.12174560129642487,0.3104591369628906,1.0
69,-0.12170073390007019,0.31195759773254395,1.0
70,-0.12174318730831146,0.31347545981407166,1.0
71,-0.12182217091321945,0.315001904964447,1.0
72,-0.1219177171587944,0.3165567219257355,1.0
73,-0.12204965949058533,0.31813037395477295,1.0
74,-0.12230713665485382,0.3197019398212433,1.0
75,-0.12240929901599884,0.32131874561309814,1.0
76,-0.12243533134460449,0.3226560652256012,1.0
77,-0.1211322471499443,0.3238426148891449,1.0
78,-0.1196526288986206,0.3250841796398163,1.0
79,-0.11805950850248337,0.32658687233924866,1.0
80,-0.11620964854955673,0.3280285894870758,1.0
81,-0.114614337682724,0.329454630613327,1.0
82,-0.11285292357206345,0.33096814155578613,1.0
83,-0.11089116334915161,0.3324417173862457,1.0
84,-0.10905543714761734,0.3339592218399048,1.0
85,-0.10718406736850739,0.335544228553772,1.0
86,-0.10555122047662735,0.33716073632240295,1.0
87,-0.10362820327281952,0.3387127220630646,1.0
88,-0.10199364274740219,0.3403489887714386,1.0
89,-0.1001846194267273,0.34194427728652954,1.0
90,-0.09837257862091064,0.3436286151409149,1.0
91,-0.09670845419168472,0.3453770875930786,1.0
92,-0.0950355976819992,0.34722939133644104,1.0
93,-0.09355323761701584,0.34907054901123047,1.0
94,-0.09206805378198624,0.35094258189201355,1.0
95,-0.09073325991630554,0.352934867143631,1.0
96,-0.0891905128955841,0.3548285961151123,1.0
97,-0.08777546137571335,0.3568064570426941,1.0
98,-0.08630837500095367,0.3588149845600128,1.0
99,-0.08489438146352768,0.3608517050743103,1.0
100,-0.08334799855947495,0.3628559708595276,1.0
101,-0.08189287781715393,0.36490148305892944,1.0
102,-0.08046078681945801,0.3670637607574463,1.0
103,-0.07903733849525452,0.36915233731269836,1.0
104,-0.077677421271801,0.3713098168373108,1.0
105,-0.07613445073366165,0.37344542145729065,1.0
106,-0.07455498725175858,0.37560316920280457,1.0
107,-0.07325775921344757,0.37788650393486023,1.0
108,-0.07159576565027237,0.38009563088417053,1.0
109,-0.07039032131433487,0.3824290931224823,1.0
110,-0.06911665946245193,0.38473159074783325,1.0
111,-0.06765436381101608,0.3870781660079956,1.0
112,-0.06628239154815674,0.3894893229007721,1.0
113,-0.06490550190210342,0.39190948009490967,1.0
114,-0.06333833187818527,0.39427661895751953,1.0
115,-0.06212494522333145,0.3967796266078949,1.0
116,-0.06060898303985596,0.3991815447807312,1.0
117,-0.0590192973613739,0.4016228914260864,1.0
118,-0.057802714407444,0.4041789770126343,1.0
119,-0.05653185024857521,0.4067520797252655,1.0
120,-0.055251650512218475,0.4093484580516815,1.0
121,-0.05388552322983742,0.41187039017677307,1.0
122,-0.0525614432990551,0.4145479202270508,1.0
123,-0.051313284784555435,0.41721659898757935,1.0
124,-0.049996860325336456,0.4198392331600189,1.0
125,-0.048880089074373245,0.42254164814949036,1.0
126,-0.04754718765616417,0.42525288462638855,1.0
127,-0.04641179367899895,0.4280576705932617,1.0
128,-0.045114919543266296,0.43081149458885193,1.0
129,-0.043904099613428116,0.4335778057575226,1.0
130,-0.04245167598128319,0.4363436996936798,1.0
131,-0.04131050035357475,0.4391951858997345,1.0
132,-0.040024738758802414,0.4419947862625122,1.0
133,-0.03870559111237526,0.4448188245296478,1.0
134,-0.03764410689473152,0.44766175746917725,1.0
135,-0.036476314067840576,0.45060527324676514,1.0
136,-0.035337191075086594,0.45359960198402405,1.0
137,-0.03409627452492714,0.45654019713401794,1.0
138,-0.03310465067625046,0.4595666825771332,1.0
139,-0.03191298246383667,0.46249616146087646,1.0
140,-0.030883820727467537,0.46551018953323364,1.0
141,-0.02986178547143936,0.4685996174812317,1.0
142,-0.028908250853419304,0.4716172218322754,1.0
143,-0.027966663241386414,0.4746585488319397,1.0
144,-0.026866920292377472,0.4777761399745941,1.0
145,-0.02557837963104248,0.48116180300712585,1.0
146,-0.02427407167851925,0.4845939874649048,1.0
147,-0.023022791370749474,0.48808425664901733,1.0
148,-0.02166021056473255,0.49146801233291626,1.0
149,-0.02053351327776909,0.494846373796463,1.0
