t,x,y
0,1.0708472282786097,0.9490389666463463
1,1.1723491988399952,1.823660045627494
2,1.329281936766675,2.709195001451979
3,1.573711036890604,3.553891935334763
4,1.8424923169822596,4.423404055248774
5,2.1735347360973085,5.222445648636318
6,2.508942796899996,6.01705955732177
7,2.843103228564565,6.864295172116842
8,3.1574497203713303,7.64131503009381
9,3.578249492133905,8.366608944218266
10,3.918664152484727,9.158312288732844
11,4.30995624191711,9.915896803419068
12,4.560987331913503,10.159270122282143
13,4.837185051207615,10.357851509112644
14,5.0830568397229445,10.601426954979592
15,5.366360759931716,10.807173633412178
16,5.648103651635763,10.99341353770607
17,5.963997502532136,11.207344416308809
18,6.289868981805217,11.367268683998907
19,6.634319838394365,11.591302984445974
20,6.909912341207661,11.83247296108776
21,7.2219896473793845,12.0668248458303
22,7.576435009956896,12.227302349528264
23,7.911300199952531,12.442564224165226
24,8.209169934983466,12.644146853624044
25,8.556521476496663,12.85035860966655
26,8.879717491154748,13.063394666685666
27,9.201330145853838,13.234440467094359
28,9.474373759788657,13.41412026913863
29,9.81213144606087,13.586450607480318
30,10.17094108956173,13.811334613154159
31,10.476113217809806,13.974355784728889
32,10.783145023106732,14.15848191147734
33,11.072932477271616,14.320023364349773
34,11.366743697768873,14.484658286758659
35,11.709690019812504,14.71552420494841
36,12.03852658939341,14.939911123007917
37,12.319131026915528,15.129068724178975
38,12.661293858778759,15.347922648523847
39,13.008960102623094,15.568998293694664
40,13.274193093003413,15.811778917091818
41,13.610207723702452,15.997758583715948
42,13.949955669171661,16.22287343079479
43,14.277216474095397,16.409472719257902
44,14.576123272414806,16.653075221556865
45,14.932048829860628,16.885342110504514
46,15.253487502353753,17.059459538271863
47,15.59544979619641,17.246064371977578
48,15.89695860605891,17.48253991785352
49,16.224030937695765,17.702833225040997
50,16.50007997948551,17.87835678089184
51,16.766089945373515,18.102237991524493
52,17.022698332912174,18.300386991452076
53,17.287685390871836,18.52629322158369
54,17.629894685883215,18.766820951003716
55,17.967437662102093,18.943881070598053
56,18.242237421938466,19.15021689458128
57,18.54815517928731,19.352880442444615
58,18.879177017214495,19.538405901894095
59,19.16994078816227,19.71726247247667
60,19.450528629729746,19.95905179183472
61,19.720404501619594,20.21397906389499
62,20.036375470611116,20.41431491767978
63,20.366259105294123,20.663335913853913
64,20.624318243175196,20.90030072421618
65,20.894753289606065,21.13698647222915
66,21.22376946316735,21.347252306828846
67,21.45939760728324,21.585797219801204
68,21.71881283825307,21.810731688684868
69,22.01293208964621,22.037667763772834
70,22.281616999824134,22.260815238266883
71,22.573835150474384,22.436968445216824
72,22.879070951022978,22.69812888058263
73,23.15544038955824,22.886711728682453
74,23.41760672784312,23.0857425967962
75,23.66601211120761,23.3015496857757
76,24.00067665734085,23.538686615003385
77,24.271690442572154,23.76707184887327
78,24.524352650049767,23.95214585359971
79,24.831523865593834,24.182947469550523
80,25.111101345607928,24.34639978434859
81,25.366210268299792,24.539000610840915
82,25.613379213506775,24.774990287542956
83,25.91607351183615,24.96351761570415
84,26.22447375008441,25.222379380634315
85,26.4962092607199,25.431805038014474
86,26.81550618392658,25.619768981137558
87,27.134222268891556,25.82463567657141
88,27.44019019514199,25.9901114045458
89,27.761861829108565,26.155991220878516
90,28.07758997010169,26.345091428921496
91,28.34317749602797,26.567933152458966
92,28.58915061250327,26.760294776943095
93,28.857568426475968,26.97992616983809
94,29.14020863075118,27.134875629249763
95,29.41366265485106,27.359359548003223
96,29.663882105119114,27.557748270912843
97,29.915702857313903,27.715303840412368
98,30.155887163313928,27.904556649082817
99,30.399001897180927,28.112171109130035
100,30.683430130467066,28.307834608315485
101,30.981607915615022,28.514085710471726
102,31.25583139869011,28.71456480760868
103,31.53095735191434,28.91747806741303
104,31.81222673048974,29.1044796348872
105,32.10412157922009,29.28735372609181
106,32.337945426938084,29.461307987895612
107,32.63472651360108,29.665299083747943
108,32.94379767970903,29.891309643942936
109,33.19368363275402,30.13905031668741
110,33.463574665938836,30.311926361412254
111,33.68692451157056,30.534856597764225
112,33.97599037508075,30.760116125347867
113,34.24748897047597,30.96779427091801
114,34.45958503525006,31.16283666887034
115,34.724699006110946,31.382164714770607
116,34.927468705295716,31.624812261557334
117,35.18916802921616,31.863475205298
118,35.45111657308639,32.07774567207811
119,35.719795240887116,32.29220309541722
120,35.92307373531846,32.53603138737841
121,36.15715546894224,32.7728916405912
122,36.39774031291798,33.02136191617623
123,36.58506143417248,33.195046958410806
124,36.84184293296962,33.355052379469676
125,37.065194942614426,33.56629016470745
126,37.29661464654191,33.745247026513375
127,37.52679882614618,33.99341344363903
128,37.77842021864994,34.24768864532919
129,37.99949288727116,34.41227611003579
130,38.1902220288639,34.57299783790555
131,38.392901687652035,34.75766519832821
132,38.607049958987474,34.933513084105385
133,38.77391562311549,35.14191636840542
134,38.97865318495303,35.36985956523498
135,39.17888478216948,35.575761219078146
136,39.356581934082655,35.8045801290434
137,39.51043796449072,36.03690817870989
138,39.706080429599915,36.22265344391829
139,39.91278269765544,36.439847585160145
140,40.04604030942838,36.67717852810474
141,40.211652619166806,36.83870455272731
142,40.39314509558717,37.050184946510946
143,40.54585415295924,37.29520155141901
144,40.743377675020156,37.48115590173953
145,40.90671195046583,37.69671901747629
146,41.046587868614424,37.89655282773337
147,41.163353665535205,38.06954834465456
148,41.32660829764995,38.23353266914051
149,41.47227860498812,38.485642305714734
