t,u1,u2
0,0.9075149297714233,0.5571861267089844
1,0.9010504484176636,0.5163533091545105
2,0.8933273553848267,0.47628140449523926
3,0.8852027058601379,0.4377248287200928
4,0.8755359649658203,0.4003770649433136
5,0.8640486001968384,0.3660408854484558
6,0.8512693643569946,0.3391057252883911
7,0.8360928893089294,0.3131271302700043
8,0.8207091093063354,0.2940281331539154
9,0.8039736151695251,0.2821193337440491
10,0.787985622882843,0.27806559205055237
11,-0.021178483963012695,-0.03926306590437889
12,-0.017280839383602142,-0.039361871778964996
13,-0.013202570378780365,-0.039343126118183136
14,-0.009872488677501678,-0.03950660675764084
15,-0.0064079780131578445,-0.039626214653253555
16,-0.0030225422233343124,-0.039760805666446686
17,0.0005453228368423879,-0.039993222802877426
18,0.004694952629506588,-0.03994167968630791
19,0.008275141008198261,-0.0402129590511322
20,0.012387659400701523,-0.03994479030370712
21,0.016309762373566628,-0.03874265402555466
22,0.02030751295387745,-0.03768293559551239
23,0.024571210145950317,-0.036416660994291306
24,0.029041744768619537,-0.03481641784310341
25,0.03368676081299782,-0.03320697322487831
26,0.037958674132823944,-0.031788699328899384
27,0.042259059846401215,-0.03072764165699482
28,0.04613753780722618,-0.029195167124271393
29,0.048386964946985245,-0.027730535715818405
30,0.0496676005423069,-0.026534123346209526
31,0.051086898893117905,-0.024853326380252838
32,0.0525720939040184,-0.0230422206223011
33,0.05399646237492561,-0.021341554820537567
34,0.05506489798426628,-0.020481962710618973
35,0.056258369237184525,-0.018101733177900314
36,0.05756812542676926,-0.015402678400278091
37,0.05886282026767731,-0.012723340652883053
38,0.05983566492795944,-0.010322874411940575
39,0.060711488127708435,-0.007446508854627609
40,0.06162288039922714,-0.00442704651504755
41,0.06242876499891281,-0.0016459509497508407
42,0.06306372582912445,0.0007309912471100688
43,0.06389541923999786,0.003585397731512785
44,0.0643649697303772,0.005557792726904154
45,0.0649803951382637,0.007928712293505669
46,0.06568914651870728,0.01050128135830164
47,0.06571325659751892,0.012801767326891422
48,0.06580392271280289,0.015512995421886444
49,0.06593136489391327,0.018571000546216965
50,0.06532806158065796,0.020649492740631104
51,0.06508161872625351,0.022423919290304184
52,0.06540928781032562,0.024099599570035934
53,0.06582250446081161,0.026150431483983994
54,0.06682557612657547,0.028819981962442398
55,0.06795121729373932,0.031541816890239716
56,0.06905556470155716,0.034200333058834076
57,0.06998349726200104,0.0361066497862339
58,0.07100227475166321,0.038453683257102966
59,0.07204613089561462,0.04079160466790199
60,0.07295986264944077,0.04282665252685547
61,0.07395026087760925,0.04488604515790939
62,0.07487581670284271,0.04681103676557541
63,0.07586035132408142,0.049090635031461716
64,0.07658818364143372,0.050539519637823105
65,0.07748281210660934,0.05267563462257385
66,0.07825511693954468,0.05439441651105881
67,0.07894384115934372,0.05639958754181862
68,0.07959791272878647,0.05832042545080185
69,0.08010225743055344,0.05982056260108948
70,0.08063648641109467,0.061718687415122986
