t,u1,u2,reward
0,4.562959141619291,0.7825131222371229,0.0
1,4.232238013650425,1.6636186420955277,0.0
2,3.949472090767174,2.5259161598282724,0.0
3,3.7691047684138983,3.3795521927301477,0.0
4,3.6109926985903242,4.2351537786077325,0.0
5,3.5560463301792136,5.159725290031059,0.0
6,3.541020112303415,6.1049155513393805,0.0
7,3.6890793220914317,6.970293719615003,0.0
8,3.9763572779234555,7.769337339609811,0.0
9,4.288216352156008,8.581543497069692,0.0
10,4.698188376317325,9.309486633786584,0.0
11,5.203474158672617,9.226079695647268,0.0
12,5.662766081543573,9.153113129578534,0.0
13,6.153322973326984,9.092515612337962,0.0
14,6.656257758447688,9.014322077751354,0.0
15,7.195020261508703,8.91613130359667,0.0
16,7.7211910232028105,8.819100673380637,0.0
17,8.20951151493199,8.74291566888127,0.0
18,8.744947413336135,8.68168751566242,0.0
19,9.27108728593562,8.6190536687281,0.0
20,9.78254260408885,8.544332530341038,0.0
21,10.280263028556066,8.446898918536089,0.0
22,10.767717207140729,8.348535094020509,0.0
23,11.243770617028071,8.301549845184963,0.0
24,11.672431488099186,8.200226071941252,0.0
25,12.120516188535737,8.08974878779549,0.0
26,12.612926474301693,8.004599483279426,0.0
27,13.06610879230475,7.984648530551525,0.0
28,13.570025880412349,7.928214179134296,0.0
29,14.022451174540308,7.901387992046913,0.0
30,14.476843668619654,7.8524618737002365,0.0
31,14.884525118754343,7.811243966508139,0.0
32,15.319029737685886,7.74144911580235,0.0
33,15.783417562745312,7.729118861812128,0.0
34,16.220408470984168,7.731632203812501,0.0
35,16.647697188217887,7.6578870201553615,0.0
36,17.068121805483667,7.63658289821162,0.0
37,17.47290376303483,7.614018194146763,0.0
38,17.890688594097153,7.544307902604493,0.0
39,18.28347011897009,7.528963251194947,0.0
40,18.69153607648097,7.502990591810421,0.0
41,19.15110756276143,7.503358154210524,0.0
42,19.601748992927323,7.468602715622745,0.0
43,20.049353169698357,7.390179953828111,0.0
44,20.46404851277436,7.353476525699424,0.0
45,20.877164069366085,7.30599711936503,0.0
46,21.310266777256047,7.3246745080623095,0.0
47,21.71134569339921,7.280125351438794,0.0
48,22.09153440666356,7.2410319155539105,0.0
49,22.553706237029136,7.253010884290927,0.0
50,22.985184131064837,7.247615928451566,0.0
51,23.440445982829786,7.262641127721338,0.0
52,23.864027653678068,7.2430136850226,0.0
53,24.234498231374296,7.239896921334429,0.0
54,24.61891824821925,7.200244514504894,0.0
55,25.068699777514645,7.230411044892188,0.0
56,25.50797037927039,7.211747150892579,0.0
57,25.914941558512584,7.218069559179144,0.0
58,26.32545035402977,7.234382343635833,0.0
59,26.746416286145546,7.280804050446197,0.0
60,27.11763015415785,7.294103304177844,1.0
