t,x,y
0,6.497339849644912,0.7440045751805101
1,6.5669305537611535,1.5087451579102809
2,6.614683417551531,2.3234201801265644
3,6.605164549646464,3.060039808013126
4,6.581260976936124,3.8765038205736575
5,6.535666745420999,4.66456211160698
6,6.479190711886064,5.447637293810282
7,6.387603568584761,6.204586486233165
8,6.213761144053332,6.936702717998465
9,6.036947961526248,7.640479350252219
10,5.87335832699393,8.350066149566855
11,5.702894314675135,9.043395354602778
12,6.191402367581873,8.82357514444028
13,6.65871614480271,8.62109877204344
14,7.099529737481622,8.433522109938588
15,7.5888912975759615,8.276012239929011
16,8.018020774386851,8.046217510323606
17,8.485366658379045,7.8075745451079
18,8.907080627255205,7.643295376979637
19,9.338986895786128,7.448900737226501
20,9.776514024128453,7.245036670002979
21,10.28489587723778,7.060534556482802
22,10.738808524986766,6.872430568990529
23,11.224214300713369,6.689986751090747
24,11.638719616423428,6.518012533276694
25,12.064126975028051,6.322690959629242
26,12.552633600998416,6.121130362927133
27,13.036749510190274,5.8699078863024345
28,13.497453158796281,5.696714806577429
29,13.946473652828992,5.504020543603444
30,14.37003438070781,5.261565429166271
31,14.856541238737803,5.039014821856798
32,15.341337211052911,4.834682988229339
33,15.854737448314301,4.60746287528951
34,16.364541204872335,4.422762130943096
35,16.82344277599311,4.199249131226591
36,17.249487618070873,3.962148840989913
37,17.70358250876145,3.715945013370317
38,18.171803473543946,3.5364106968423075
39,18.644222941766454,3.2979820307510113
40,19.064763030564478,3.0768995925158227
41,19.558238345764064,2.8663994055561703
42,20.029634144924803,2.601010255089873
43,20.53257361626063,2.404318560965836
44,20.990880026216708,2.13218808660855
45,21.47280440583874,1.9062236477132977
46,21.91646513567954,1.6186555516651093
47,22.350919711067405,1.3153288413998991
48,22.837713540061365,1.0121486050660715
49,23.31701414750919,0.7290799716936651
50,23.755905769001973,0.4793193660473639
51,24.215268250886485,0.1885249993969676
52,24.652216631943737,-0.1465715335163577
53,25.063853978564726,-0.46659112069818454
54,25.521994263682206,-0.7375729751190427
55,25.942959966743107,-1.0765954041211785
56,26.365964739447215,-1.369857660697219
57,26.80288428428366,-1.6511784414252169
58,27.221206784636742,-1.977983945364606
59,27.634329247363443,-2.344452382412174
60,28.059646068818854,-2.72967864395611
61,28.452277568064634,-3.0444545877816362
62,28.859560284558842,-3.4063118249432653
63,29.277119235071357,-3.78636714893513
64,29.676766963733495,-4.166642130654096
65,30.112359928156422,-4.576057345108985
66,30.48299000058727,-4.983591819854235
67,30.826238851004195,-5.380298030852053
68,31.231274694070763,-5.771935243627863
69,31.613712440956952,-6.178348601581144
70,31.979547498115398,-6.574294524943895
71,32.329731196688904,-6.974633758138645
72,32.670445668801854,-7.419688645937821
73,33.034546100272195,-7.877920749804981
74,33.341489402636306,-8.361074656542618
75,33.67036596417679,-8.826973884619248
76,33.94268299146756,-9.276155004375738
77,34.24537454530683,-9.73308679216212
78,34.4617467721179,-10.249826885512363
79,34.6996996176336,-10.767826660798166
80,34.88977067608909,-11.269262685934764
81,35.105343792990396,-11.751137955035142
82,35.27828719922231,-12.214859400846446
83,35.507881378408975,-12.675689086640432
84,35.641779713855925,-13.172325679035742
85,35.763765515724664,-13.695182638117904
86,35.91838563679773,-14.183955031414689
87,36.07103733203639,-14.695255558991368
88,36.19272242228032,-15.193277040804832
89,36.262365176008224,-15.744065338017004
90,36.32475097871141,-16.270693244439908
91,36.34396659748915,-16.838951507336304
92,36.33527462331969,-17.346602399500544
93,36.40065782828428,-17.840481373276226
94,36.40282883928311,-18.355216610759197
95,36.378506971827164,-18.839499569421108
96,36.32993879559794,-19.371193145248967
97,36.24686459304472,-19.84812038308246
98,36.22076902750366,-20.367222922146105
99,36.16654234459497,-20.902960386854488
100,36.03287586760547,-21.410738674679425
101,35.887351714882556,-21.886377780313715
102,35.78928775251202,-22.34286178074855
103,35.61731210409408,-22.872425023072246
104,35.445661467027875,-23.36538717697979
105,35.264759951648934,-23.844612470741023
106,35.02592686706623,-24.296129522660014
107,34.81237788567961,-24.72355545158043
108,34.54476008977657,-25.19314572479489
109,34.31833492233242,-25.637285362519744
110,34.10159068203127,-26.03099931652816
111,33.79887258400187,-26.433731736784118
112,33.51063748833264,-26.831541870657233
113,33.18348241453085,-27.203415583492415
114,32.88101496531048,-27.562905209187267
115,32.56743992018254,-27.936431465204958
116,32.290722081130305,-28.324185569794544
117,31.923125363369433,-28.642064477920144
118,31.559325887283293,-29.008526954091288
119,31.254304266508946,-29.351208457144768
120,30.882676615843184,-29.70486362682239
121,30.51856701958377,-30.009385596492457
122,30.200836470455773,-30.363473780892207
123,29.85176535048961,-30.633096778677757
124,29.438815249078846,-30.91283888426531
125,29.08681073219053,-31.193734208678364
126,28.664522951230115,-31.51973708433783
127,28.29095733943398,-31.832827295082993
128,27.89984059533643,-32.1048295408754
129,27.484236122381464,-32.40290817836111
130,27.067976765201106,-32.64756409212779
131,26.67712624790797,-32.90063188299007
132,26.263154379531887,-33.142612852725954
133,25.89524236331067,-33.34180013455819
134,25.484279709781763,-33.54938271834897
135,25.068898549143647,-33.765178104112984
136,24.69640152216065,-33.94600847278617
137,24.27104784168869,-34.15956399210759
138,23.8712045037244,-34.351800477627066
139,23.509021349095697,-34.531885928349766
140,23.086979391492658,-34.74874670858552
141,22.650673842545118,-34.92452331987148
142,22.2589352436799,-35.113015291907445
143,21.845544837639277,-35.22379281739971
144,21.46250097951471,-35.41994518863474
145,21.07300299943019,-35.5387128135032
146,20.715964166087307,-35.694800381153705
147,20.285432294209574,-35.88034284586113
148,19.850418688443956,-36.02431627976501
149,19.44540552179082,-36.152844466373224
