t,x,y,reward
0,0.9083415269851685,0.5260500907897949,0.0
1,0.8919961452484131,0.49845248460769653,0.0
2,0.8737463355064392,0.4705933928489685,0.0
3,0.854499340057373,0.4365585744380951,0.0
4,0.8343486785888672,0.39993253350257874,0.0
5,0.8112794160842896,0.36339297890663147,0.0
6,0.7889712452888489,0.3320484459400177,0.0
7,0.7712257504463196,0.30514562129974365,0.0
8,0.7616714239120483,0.29097265005111694,0.0
9,0.752598762512207,0.2773978114128113,0.0
10,0.7451356649398804,0.2663935422897339,0.0
11,0.7391006946563721,0.25791433453559875,0.0
12,-0.30620306730270386,0.3637532889842987,0.0
13,-0.30503320693969727,0.3621099591255188,0.0
14,-0.3036494255065918,0.3599356412887573,0.0
15,-0.302449494600296,0.35809504985809326,0.0
16,-0.30148711800575256,0.3562299907207489,0.0
17,-0.3000802993774414,0.3536907136440277,0.0
18,-0.2992624044418335,0.3521777093410492,0.0
19,-0.29867643117904663,0.3504636585712433,0.0
20,-0.2986352741718292,0.34900280833244324,0.0
21,-0.29855668544769287,0.34677553176879883,0.0
22,-0.2987121641635895,0.3455720543861389,0.0
23,-0.2985708713531494,0.3445742130279541,0.0
24,-0.2982257306575775,0.3432188034057617,0.0
25,-0.29815900325775146,0.3424712121486664,0.0
26,-0.29801133275032043,0.34158504009246826,0.0
27,-0.2975618541240692,0.33990591764450073,0.0
28,-0.2973385751247406,0.3386152684688568,0.0
29,-0.29684552550315857,0.337522029876709,0.0
30,-0.2966003119945526,0.33694231510162354,0.0
31,-0.2960188090801239,0.3358765244483948,0.0
32,-0.29577064514160156,0.3347856104373932,0.0
33,-0.295681357383728,0.33385488390922546,0.0
34,-0.2952280640602112,0.3329063355922699,0.0
35,-0.29516974091529846,0.3314846456050873,0.0
36,-0.29536935687065125,0.32972484827041626,0.0
37,-0.2957037091255188,0.32758963108062744,0.0
38,-0.2965523302555084,0.32564693689346313,0.0
39,-0.29792696237564087,0.32317134737968445,0.0
40,-0.2999974489212036,0.320534884929657,0.0
41,-0.30211496353149414,0.31809741258621216,0.0
42,-0.30429932475090027,0.3155651390552521,0.0
43,-0.30641958117485046,0.31290870904922485,0.0
44,-0.3088764250278473,0.31033217906951904,0.0
45,-0.3115006387233734,0.3084731101989746,0.0
46,-0.31419825553894043,0.30616626143455505,0.0
47,-0.31678980588912964,0.30388450622558594,0.0
48,-0.31964293122291565,0.30251583456993103,0.0
49,-0.3228079676628113,0.3001534938812256,0.0
50,-0.32600587606430054,0.29856839776039124,0.0
51,-0.3293418884277344,0.29661402106285095,0.0
52,-0.33270010352134705,0.29476436972618103,0.0
53,-0.33522915840148926,0.29267191886901855,0.0
54,-0.3362964689731598,0.2916334569454193,0.0
55,-0.3374488949775696,0.29048746824264526,0.0
56,-0.3383285105228424,0.2884063720703125,0.0
57,-0.33966144919395447,0.28710076212882996,0.0
58,-0.3409421443939209,0.2857085168361664,0.0
59,-0.34263527393341064,0.2851080000400543,0.0
60,-0.34461864829063416,0.28528714179992676,1.0
