t,u1,u2
0,0.9235154986381531,0.3694058060646057
1,0.9213780760765076,0.41813212633132935
2,0.9201610684394836,0.46472877264022827
3,0.9203668236732483,0.5084336996078491
4,0.9225065112113953,0.5441434979438782
5,0.9250513911247253,0.5739853382110596
6,0.9281201958656311,0.5999283194541931
7,0.9317410588264465,0.6239751577377319
8,0.9359690546989441,0.6442013382911682
9,0.9399608373641968,0.6605998873710632
10,0.015100418590009212,0.26742491126060486
11,0.01631428860127926,0.26816505193710327
12,0.01760011911392212,0.26904264092445374
13,0.018951229751110077,0.26987847685813904
14,0.02033904939889908,0.2707575857639313
15,0.02183004468679428,0.2719471752643585
16,0.023644225671887398,0.27290868759155273
17,0.02567904256284237,0.2738926112651825
18,0.02769789658486843,0.2748762369155884
19,0.02978394366800785,0.27590811252593994
20,0.0321330800652504,0.27695345878601074
21,0.034546736627817154,0.2761355936527252
22,0.03696233779191971,0.27526524662971497
23,0.0393553152680397,0.2744027376174927
24,0.040876828134059906,0.2740769684314728
25,0.041800133883953094,0.27474111318588257
26,0.042615026235580444,0.2751673758029938
27,0.043704621493816376,0.27566200494766235
28,0.04488442838191986,0.2760618031024933
29,0.046142444014549255,0.2764975130558014
30,0.0473746694624424,0.27680882811546326
31,0.04883963614702225,0.2774786651134491
32,0.05047531798481941,0.2783961892127991
33,0.05197484418749809,0.27896425127983093
34,0.053569138050079346,0.279643177986145
35,0.05517573282122612,0.2802726924419403
36,0.05678221210837364,0.28088513016700745
37,0.058359310030937195,0.28132182359695435
38,0.060147013515233994,0.28202906250953674
39,0.060750704258680344,0.2829144299030304
40,0.060642413794994354,0.2843029499053955
41,0.060654960572719574,0.2856318950653076
42,0.06059565022587776,0.28715360164642334
43,0.06034836918115616,0.2891615927219391
44,0.059398915618658066,0.2911454737186432
45,0.058723803609609604,0.29313603043556213
46,0.05781694874167442,0.294920414686203
47,0.05698708817362785,0.296901673078537
48,0.056290723383426666,0.2988134026527405
49,0.055801764130592346,0.3002786934375763
50,0.05558743700385094,0.3021436631679535
51,0.05544084310531616,0.30407020449638367
52,0.05513899773359299,0.3056953251361847
53,0.05481423810124397,0.3074544668197632
54,0.054578885436058044,0.30940693616867065
55,0.05414123088121414,0.31158775091171265
56,0.05372660234570503,0.31371140480041504
57,0.05311307683587074,0.3157453238964081
58,0.05280943214893341,0.3181554973125458
59,0.0524337962269783,0.32048532366752625
60,0.05205441638827324,0.32291483879089355
61,0.050326962023973465,0.325482040643692
62,0.04867877811193466,0.32835233211517334
63,0.04661545157432556,0.3310854434967041
64,0.04523786902427673,0.33394742012023926
65,0.04355933517217636,0.3364981412887573
66,0.0420474074780941,0.33917418122291565
67,0.04060665890574455,0.3422940671443939
68,0.03905566409230232,0.3453531563282013
69,0.03777586668729782,0.34865516424179077
70,0.03662688285112381,0.35163941979408264
71,0.03548957034945488,0.354696124792099
72,0.034467343240976334,0.3580264449119568
73,0.03327157348394394,0.3612423539161682
74,0.03245898336172104,0.36456334590911865
75,0.031630728393793106,0.3678606152534485
76,0.030626080930233,0.37128499150276184
77,0.029774200171232224,0.37491369247436523
78,0.02929539605975151,0.378417432308197
79,0.028617054224014282,0.3817497789859772
80,0.028019899502396584,0.3853479325771332
81,0.027133574709296227,0.38901692628860474
82,0.026764415204524994,0.3926944434642792
83,0.02616235241293907,0.3962633013725281
84,0.02593892067670822,0.40034106373786926
85,0.025781817734241486,0.4040381908416748
86,0.02572457492351532,0.4080604314804077
87,0.025612443685531616,0.4121757447719574
88,0.024551553651690483,0.41557776927948
89,0.0237534511834383,0.41899192333221436
90,0.02272287756204605,0.4226127862930298
91,0.021693164482712746,0.42611974477767944
92,0.020902538672089577,0.4296012818813324
93,0.020095473155379295,0.4329773783683777
94,0.019184187054634094,0.4365881085395813
95,0.018405698239803314,0.44046202301979065
96,0.0179824810475111,0.4441675543785095
97,0.017190953716635704,0.44793272018432617
98,0.01666475087404251,0.45204466581344604
99,0.01626775600016117,0.4565066993236542
100,0.016087858006358147,0.46089261770248413
101,0.015819912776350975,0.4651884436607361
102,0.015928978100419044,0.469271183013916
103,0.01559362094849348,0.473545104265213
104,0.015633605420589447,0.477873831987381
105,0.01566241681575775,0.48222726583480835
106,0.01600114069879055,0.4864688813686371
107,0.016400475054979324,0.49081024527549744
108,0.016562199220061302,0.4951396882534027
109,0.016827842220664024,0.49975600838661194
110,0.017093900591135025,0.504183828830719
111,0.017336582764983177,0.5087074041366577
112,0.017898079007864,0.5131712555885315
113,0.01824982464313507,0.5174379944801331
114,0.01907932199537754,0.5217971205711365
115,0.020014846697449684,0.5262554883956909
116,0.020507782697677612,0.5306204557418823
117,0.02119990810751915,0.5353540778160095
118,0.022142739966511726,0.539948582649231
119,0.022769806906580925,0.5442748069763184
120,0.02348274365067482,0.5488674640655518
121,0.024608023464679718,0.5535263419151306
122,0.025727031752467155,0.5578284859657288
123,0.027031496167182922,0.5626131296157837
124,0.02802406996488571,0.5671326518058777
125,0.029306570068001747,0.5716631412506104
126,0.030773725360631943,0.5760208964347839
127,0.032532546669244766,0.5807377099990845
128,0.033714983612298965,0.5852944850921631
129,0.03506655618548393,0.5897544026374817
130,0.036656949669122696,0.594440758228302
131,0.03855734318494797,0.5989064574241638
132,0.04019375145435333,0.6034561991691589
133,0.04195862635970116,0.607973039150238
134,0.04401761293411255,0.6126775741577148
135,0.046369001269340515,0.617080807685852
136,0.04819581285119057,0.6213768720626831
137,0.05035367235541344,0.6256575584411621
138,0.05290404334664345,0.6300609707832336
139,0.05495614558458328,0.6344295144081116
140,0.05714026838541031,0.6384894847869873
141,0.059374094009399414,0.6425236463546753
142,0.06174338608980179,0.6469634175300598
143,0.06412997096776962,0.6510571837425232
144,0.0667276680469513,0.6553227305412292
145,0.06921382993459702,0.6595279574394226
146,0.07151418179273605,0.663740336894989
147,0.07390820235013962,0.6677383184432983
148,0.07622234523296356,0.6716465950012207
149,0.07848674803972244,0.6756666898727417
