t,u1,u2
0,0.5376083850860596,0.5076638460159302
1,0.52852863073349,0.5028756260871887
2,0.5191951990127563,0.4978790879249573
3,0.5094471573829651,0.49260690808296204
4,0.49885186553001404,0.486770361661911
5,0.48814940452575684,0.4809023439884186
6,0.478523850440979,0.47591185569763184
7,0.4683041572570801,0.4705382287502289
8,0.45728328824043274,0.4645874798297882
9,0.44436970353126526,0.45757532119750977
10,0.4296286106109619,0.44956323504447937
11,0.4145943224430084,0.44137683510780334
12,0.3988434970378876,0.43276455998420715
13,-0.45366305112838745,0.3565109968185425
14,-0.4547969102859497,0.3576637804508209
15,-0.4562866687774658,0.35937395691871643
16,-0.45758768916130066,0.36074262857437134
17,-0.4589262306690216,0.36215874552726746
18,-0.4604167640209198,0.3641188442707062
19,-0.46212854981422424,0.36724960803985596
20,-0.4639047682285309,0.3704870045185089
21,-0.4657430648803711,0.37382522225379944
22,-0.46761593222618103,0.37723812460899353
23,-0.46974459290504456,0.3810032904148102
24,-0.471810907125473,0.3847180902957916
25,-0.47404471039772034,0.38866716623306274
26,-0.4764035642147064,0.3927970826625824
27,-0.4789084196090698,0.3971371650695801
28,-0.4812621772289276,0.40167874097824097
29,-0.48384955525398254,0.406310111284256
30,-0.4867464303970337,0.41069507598876953
31,-0.48952504992485046,0.41515177488327026
32,-0.4924299418926239,0.42017069458961487
33,-0.49561139941215515,0.42540672421455383
34,-0.49884289503097534,0.43065929412841797
35,-0.5018529295921326,0.4358177185058594
36,-0.5050019025802612,0.44107645750045776
37,-0.5081674456596375,0.4463314116001129
38,-0.5112974047660828,0.45157885551452637
39,-0.5146223306655884,0.4569987654685974
40,-0.5178596377372742,0.4623337388038635
41,-0.5211830735206604,0.46775302290916443
42,-0.5245890021324158,0.47324681282043457
43,-0.5279790163040161,0.4787774384021759
44,-0.5321306586265564,0.48522472381591797
45,-0.5365483164787292,0.4918927252292633
46,-0.5410323143005371,0.498626708984375
47,-0.545621931552887,0.5054712295532227
48,-0.5501288175582886,0.51217120885849
49,-0.5546474456787109,0.5189794301986694
50,-0.5591994524002075,0.5255904793739319
51,-0.563877284526825,0.5321885943412781
52,-0.5686168074607849,0.5386461019515991
53,-0.5733314752578735,0.54505854845047
