t,u1,u2,reward
0,0.8503591418266296,0.43657436966896057,0.0
1,0.8442861437797546,0.4267439544200897,0.0
2,0.8384067416191101,0.4178429841995239,0.0
3,0.8335384726524353,0.4105856120586395,0.0
4,0.8280247449874878,0.4029991030693054,0.0
5,0.822842538356781,0.3961195945739746,0.0
6,0.8174312710762024,0.39054012298583984,0.0
7,0.8106515407562256,0.3857887387275696,0.0
8,0.8041993379592896,0.381977915763855,0.0
9,0.7992600798606873,0.36864227056503296,0.0
10,0.7944279313087463,0.35299891233444214,0.0
11,-0.16767618060112,0.14040108025074005,0.0
12,-0.16810458898544312,0.13935646414756775,0.0
13,-0.168544203042984,0.13830015063285828,0.0
14,-0.168927863240242,0.13744543492794037,0.0
15,-0.16932380199432373,0.1365734040737152,0.0
16,-0.16973555088043213,0.13567538559436798,0.0
17,-0.17018264532089233,0.13468967378139496,0.0
18,-0.1705826222896576,0.13387656211853027,0.0
19,-0.17097225785255432,0.13312095403671265,0.0
20,-0.17133192718029022,0.13248296082019806,0.0
21,-0.1717132031917572,0.13179780542850494,0.0
22,-0.17217199504375458,0.13089528679847717,0.0
23,-0.17262601852416992,0.1300342082977295,0.0
24,-0.17388294637203217,0.12966082990169525,0.0
25,-0.17543165385723114,0.12962813675403595,0.0
26,-0.17709402740001678,0.12958185374736786,0.0
27,-0.17878790199756622,0.12956587970256805,0.0
28,-0.18049368262290955,0.12959609925746918,0.0
29,-0.18219192326068878,0.12962575256824493,0.0
30,-0.18427620828151703,0.12921281158924103,0.0
31,-0.18628022074699402,0.12893815338611603,0.0
32,-0.18831183016300201,0.1286865472793579,0.0
33,-0.18984892964363098,0.12928788363933563,0.0
34,-0.19089572131633759,0.13090935349464417,0.0
35,-0.19210278987884521,0.1325216442346573,0.0
36,-0.19337882101535797,0.13440744578838348,0.0
37,-0.19460245966911316,0.13656602799892426,0.0
38,-0.19591182470321655,0.1387898474931717,0.0
39,-0.19716796278953552,0.1410922110080719,0.0
40,-0.19829615950584412,0.1436062753200531,0.0
41,-0.1995280236005783,0.14624089002609253,0.0
42,-0.20068539679050446,0.14915060997009277,0.0
43,-0.2019377052783966,0.15234948694705963,0.0
44,-0.20327456295490265,0.15579091012477875,0.0
45,-0.20464947819709778,0.1592720001935959,0.0
46,-0.20604608952999115,0.16280601918697357,0.0
47,-0.20705661177635193,0.16686604917049408,0.0
48,-0.20660661160945892,0.17174533009529114,0.0
49,-0.20638436079025269,0.1770394742488861,0.0
50,-0.20614716410636902,0.18248173594474792,0.0
51,-0.20556136965751648,0.18836873769760132,0.0
52,-0.20420168340206146,0.19398540258407593,0.0
53,-0.20196567475795746,0.19891242682933807,0.0
54,-0.19975443184375763,0.2039973884820938,0.0
55,-0.19793865084648132,0.2096702754497528,0.0
56,-0.19608089327812195,0.21529324352741241,0.0
57,-0.1939801573753357,0.22120092809200287,0.0
58,-0.19196511805057526,0.2270335704088211,0.0
59,-0.19051401317119598,0.23207129538059235,0.0
60,-0.18919742107391357,0.2372678518295288,1.0
61,-0.18989165127277374,0.24283814430236816,1.0
62,-0.1903601586818695,0.24854931235313416,1.0
63,-0.19092556834220886,0.2543112337589264,1.0
64,-0.19123482704162598,0.2599858045578003,1.0
65,-0.19147488474845886,0.2656887471675873,1.0
66,-0.19176696240901947,0.27157002687454224,1.0
67,-0.19198714196681976,0.2778233587741852,1.0
68,-0.19216136634349823,0.28403499722480774,1.0
69,-0.19221942126750946,0.2904396951198578,1.0
70,-0.1923312097787857,0.29673177003860474,1.0
