t,x,y,reward
0,0.8823882341384888,0.5072685480117798,0.0
1,0.8829943537712097,0.488290011882782,0.0
2,0.8822882175445557,0.4689784646034241,0.0
3,0.880853533744812,0.44874173402786255,0.0
4,0.8792375922203064,0.4284038245677948,0.0
5,0.8787643313407898,0.4141874611377716,0.0
6,0.8769611716270447,0.4042503535747528,0.0
7,0.8740686178207397,0.3946175277233124,0.0
8,0.8729640245437622,0.38651394844055176,0.0
9,0.8718756437301636,0.3788706362247467,0.0
10,0.8656514286994934,0.37374916672706604,0.0
11,-0.24933579564094543,0.07848237454891205,0.0
12,-0.2505941390991211,0.07821588963270187,0.0
13,-0.2521836459636688,0.0780714899301529,0.0
14,-0.2538689970970154,0.07786443084478378,0.0
15,-0.2556360363960266,0.0775204598903656,0.0
16,-0.2574045956134796,0.07702630758285522,0.0
17,-0.2594537138938904,0.0766080841422081,0.0
18,-0.26157310605049133,0.07604676485061646,0.0
19,-0.26344412565231323,0.075228750705719,0.0
20,-0.26520851254463196,0.07461267709732056,0.0
21,-0.2669893801212311,0.07375727593898773,0.0
22,-0.2686214745044708,0.07418615370988846,0.0
23,-0.2698160707950592,0.0752408355474472,0.0
24,-0.2710297107696533,0.07610473036766052,0.0
25,-0.272499680519104,0.07710078358650208,0.0
26,-0.2740570902824402,0.07794498652219772,0.0
27,-0.27543145418167114,0.07834881544113159,0.0
28,-0.27664121985435486,0.07773882150650024,0.0
29,-0.27767065167427063,0.07691998034715652,0.0
30,-0.2788139283657074,0.07604000717401505,0.0
31,-0.2798188328742981,0.07489225268363953,0.0
32,-0.28126469254493713,0.07352276891469955,0.0
33,-0.2827468812465668,0.07207372039556503,0.0
34,-0.28460216522216797,0.0705973356962204,0.0
35,-0.28612256050109863,0.06911150366067886,0.0
36,-0.2878219783306122,0.06738858669996262,0.0
37,-0.2893621325492859,0.06564932316541672,0.0
38,-0.2914070188999176,0.063911572098732,0.0
39,-0.293449729681015,0.06208819895982742,0.0
40,-0.29544758796691895,0.060229040682315826,0.0
41,-0.2977529764175415,0.05831243842840195,0.0
42,-0.29885199666023254,0.05742594972252846,0.0
43,-0.29873159527778625,0.05760042369365692,0.0
44,-0.2984031140804291,0.05784156918525696,0.0
45,-0.2979067265987396,0.05822186544537544,0.0
46,-0.29748815298080444,0.058632586151361465,0.0
47,-0.2972472012042999,0.05902814120054245,0.0
48,-0.2970524728298187,0.0610058568418026,0.0
49,-0.29687944054603577,0.06346424669027328,0.0
50,-0.2967633306980133,0.06593657284975052,0.0
51,-0.29662466049194336,0.06844539940357208,0.0
52,-0.2960337996482849,0.0713077262043953,0.0
53,-0.2959824502468109,0.07386070489883423,0.0
54,-0.2957029342651367,0.07660410553216934,0.0
55,-0.2956903874874115,0.07920719683170319,0.0
56,-0.29514092206954956,0.08222249150276184,0.0
57,-0.29510408639907837,0.08494444936513901,0.0
58,-0.294961541891098,0.08779001235961914,0.0
59,-0.2945541441440582,0.09119047969579697,0.0
60,-0.2943802773952484,0.09595032781362534,1.0
