t,x,y
0,6.227567130232487,0.8297031371612636
1,6.486014384390281,1.6609591339744605
2,6.67188319980983,2.516793815736114
3,6.840268234560356,3.3546999042447094
4,6.9497363919984005,4.222301525885945
5,7.006823254489642,5.086011659063466
6,6.9881614942436725,5.938213106973409
7,6.944896036649305,6.83876785715363
8,6.80739257778236,7.715624193501571
9,6.579279632789055,8.521572723093747
10,6.331230644890928,9.34179178989904
11,5.972111453999579,10.153679243093986
12,6.469486940550386,9.973438264782578
13,6.974860049813784,9.774452058629118
14,7.433061374002163,9.564989109229654
15,7.932837309859818,9.378202617860973
16,8.450044836749983,9.200059378163521
17,8.962167941188868,8.952813570389209
18,9.464008375557707,8.73738478801809
19,9.901577275020786,8.519778825318612
20,10.340689103928023,8.260945464739189
21,10.838062280606257,7.984985514993642
22,11.273611425517089,7.725081638223096
23,11.775914437881493,7.452167653828043
24,12.222668828617117,7.217977453565558
25,12.63626300822153,6.949161018095494
26,13.061669916649622,6.693775002877498
27,13.466487067474793,6.383269522677
28,13.919708410966328,6.114681984240921
29,14.375667576631159,5.792972896235126
30,14.797098831642593,5.48932921308332
31,15.233873104429408,5.166849467777214
32,15.689719988084427,4.90272327225941
33,16.066122023515412,4.626929791924105
34,16.43085953099319,4.255962120137055
35,16.801410410618676,3.9244078804047846
36,17.17096802344811,3.551616667219793
37,17.575696041024184,3.1891935212634195
38,17.984173374174663,2.8594261913218686
39,18.390855295969143,2.4955262933608435
40,18.740793614406456,2.1183878693996627
41,19.14551069561756,1.727189870565753
42,19.552623524966844,1.3191950362539648
43,19.91405903521558,0.92067547265523
44,20.282897015493337,0.5594292376285475
45,20.63616462253653,0.17298502587134987
46,20.97597182163223,-0.25282648473725683
47,21.302542935234204,-0.663990981263374
48,21.593192086370347,-1.043935773784824
49,21.908566811314188,-1.4487095848406166
50,22.19915663244932,-1.8870024457563384
51,22.522602829917233,-2.2912170521686055
52,22.829346542346762,-2.668140734583036
53,23.111462032722194,-3.0846685166001215
54,23.40199578768575,-3.5149305081835216
55,23.65343575004037,-3.9788398307759083
56,23.888802267790126,-4.364881685465622
57,24.1557050687483,-4.820890352770875
58,24.42792858140913,-5.283884263124383
59,24.651672701019084,-5.709103529674529
60,24.828388148902874,-6.117499496124826
61,25.010678648621017,-6.572730822374239
62,25.242899371419043,-7.024639639439877
63,25.37103083396638,-7.493357544107859
64,25.537274149540362,-7.953566060731151
65,25.687509448608143,-8.430344938786655
66,25.828911867224804,-8.89155031113856
67,25.940154726785597,-9.332380456952738
68,26.041338858151608,-9.823360298553375
69,26.12127328617618,-10.288694521248289
70,26.242721051007596,-10.703254348103462
71,26.390546846404106,-11.15022330715583
72,26.454470204339522,-11.579314331567907
73,26.576635249342317,-12.006351601739956
74,26.65144182405356,-12.48812189210119
75,26.759145615457182,-12.95602439968039
76,26.812436003147607,-13.389319202567805
77,26.84686950553959,-13.844858931426135
78,26.872116210132898,-14.295291928348686
79,26.915116591439098,-14.687025247227233
80,26.948693778895738,-15.114352283635748
81,26.953080797290866,-15.498208789768247
82,26.96186043907288,-15.920381082662196
83,26.944943639831486,-16.293431253790743
84,26.889389177557227,-16.68534711601046
85,26.9131906573741,-17.09946462603921
86,26.89565922588992,-17.513773282012835
87,26.857880667603396,-17.889179012222172
88,26.780607469518337,-18.313375388905143
89,26.734553071562182,-18.709400455434906
90,26.678078643798493,-19.08875611246663
91,26.633230158945416,-19.4715863871887
92,26.581553240930642,-19.857550989167358
